URN,MainEmail
120002,Jharrold@catherine-inf.leicester.sch.uk
120003,office@catherine-jun.leicester.sch.uk
120005,office@evingtonvalley.leicester.sch.uk
120006,info@granby.leicester.sch.uk
120009,office@rusheymead-pri.leicester.sch.uk
120014,office@imperialavenue.leicester.sch.uk
120015,office@inglehurst-inf.leicester.sch.uk
120016,office@inglehurst-jun.leicester.sch.uk
120017,office@kingrichards.leicester.sch.uk
120018,office@mayflower.leicester.sch.uk
120023,office@merrydale-inf.leicester.sch.uk
120025,office@st-marysfields.leicester.sch.uk
120026,office@shaftesbury.leicester.sch.uk
120028,info@wyvern.leicester.sch.uk
120029,office@montrose.leicester.sch.uk
120034,office@folville.leicester.sch.uk
120037,office@shenton.leicester.sch.uk
120038,office@stokeswood.leicester.sch.uk
120039,office@wolseyhouse.leicester.sch.uk
120040,office@buswellslodge.leicester.sch.uk
120047,office@sandfieldclose.leicester.sch.uk
120050,office@barleycroft.leicester.sch.uk
120065,head@taylor.leicester.sch.uk
120068,office@linden.leicester.sch.uk
120069,admin@eyresmonsell.leicester.sch.uk
120070,theoffice@thehall.leics.sch.uk
120071,office@hazel.leicester.sch.uk
120073,office@mellor.leicester.sch.uk
120077,dwhitfield@marriott.leicester.sch.uk
120079,office@waterleys.leics.sch.uk
120081,office@whitehall.leicester.sch.uk
120084,cstretton@spinneyhill.leicester.sch.uk
120086,admin@scraptoftvalley.leicester.sch.uk
120087,dsolla@beaumontlodge.leicester.sch.uk
120088,office@parks.leicester.sch.uk
120095,office@coleman.leicester.sch.uk
120096,sjones20@woodcote.leics.sch.uk
120100,office@herrick.leicester.sch.uk
120101,rmckenzie@slater.leicester.sch.uk
120107,office@aldermanrichardhallam.leicester.sch.uk
120108,swilliams@medway.leicester.sch.uk
120114,office@beltonprimary.org
120115,officestaff@billesdon.leics.sch.uk
120119,office@st-hardulphs.leics.sch.uk
120120,admina5@orchardcofe.leics.sch.uk
120121,office@burbageinfants.org
120122,office@stedwards-cd.leics.sch.uk
120123,office@allsaints-coalville.leics.sch.uk
120124,admin@cossington.leics.sch.uk
120127,lheath@diseworthprimary.co.uk
120129,fleckneyprimary@fleckney.leics.sch.uk
120131,office@stcuthberts.leics.sch.uk
120132,office.school@harby.leics.sch.uk
120134,office@stmarys.leics.sch.uk
120135,manager@hose.leics.sch.uk
120138,stdenys.office@st-denys-inf.leics.sch.uk
120141,office@longclawson.leics.sch.uk
120142,office@longwhattonschool.org
120149,Sherryll.hitchman@newbold-cecp.leics.sch.uk
120151,headteacher@packington.leics.sch.uk
120153,office@st-bartholomews.leics.sch.uk
120156,office@scalford.leics.sch.uk
120158,officeadmin@sheepymagna.leics.sch.uk
120159,epepper@st-botolphsprimary.org
120163,admin@st-leonards.leics.sch.uk
120171,whitwick@whitwickce.leics.sch.uk
120172,office@witherley.leics.sch.uk
120173,headteacher@st-pauls.leics.sch.uk
120174,admin@wymeswold.leics.sch.uk
120175,admin@hathern.leics.sch.uk
120176,office@hallatonprimary.leics.sch.uk
120187,SNash@st-barnabas.leicester.sch.uk
120190,ashbyce@ashbyce.leics.sch.uk
120192,office@sirjohnmoore.co.uk
120195,office@kilby.leics.sch.uk
120201,head@thurlaston.leics.sch.uk
120229,office@northluffenham.rutland.sch.uk
120230,office@st-john.leicester.sch.uk
120277,office@crownhills.leicester.sch.uk
120281,Office@beaumontleys.leicester.sch.uk
120292,bkilleen@moat.leicester.sch.uk
120298,cbailey@fullhurst.leicester.sch.uk
120316,TNightingale@ratcliffecollege.com
120317,k.pointin@lsf.org
120320,cmt2@uppingham.co.uk
120322,jp2@oakham.rutland.sch.uk
120324,Leicesterhighschool@leicesterhigh.co.uk
120325,englandk@leicestergrammar.org.uk
120326,office@stcrispins.co.uk
120329,office@leicesterprep.co.uk
120330,Office@knossington.rutland.sch.uk
120331,enquiries@twycrosshouseschool.org.uk
120332,c.madge@lsf.org
120333,a.burrows@lsf.org
120334,englandk@leicestergrammar.org.uk
120335,fessat@lia.leicester.sch.uk
120336,thehollies@twycrosshouseschool.org.uk
120339,head@dixie.org.uk
120340,bursar@brooke.rutland.sch.uk
120341,s.farrell@brookehouse.com
120344,j.joseph@lsf.org
120345,z.sidat@darululoomleicester.org
120348,jasonbrooks@maplewell.leics.sch.uk
120352,office@ashmount.leics.sch.uk
120355,office@oakham-primary.rutland.sch.uk
120361,office@netherhall.leicester.sch.uk
120363,wbadmin@childrenshospitalschool.leicester.sch.uk
120364,enquiries@wyndhampark.lincs.sch.uk
120365,enquiries@st-giles-nur.lincs.sch.uk
120371,tom.thorpe@billingborough.lincs.sch.uk
120374,enquiries@corbyglen.lincs.sch.uk
120375,alison.crawshaw@tedder.lincs.sch.uk
120376,hayley.adams@eagle.lincs.sch.uk
120379,enquiries@helpringham.lincs.sch.uk
120381,enquiries@langtoft.lincs.sch.uk
120382,Elspeth.McMenemie@metheringham.lincs.sch.uk
120383,admin@spiresfederation.co.uk
120385,katie.durant-good@northscarleprimary.co.uk
120386,enquiries@osbournby.lincs.sch.uk
120387,callum.clay@sleafordchurchlane.lincs.sch.uk
120388,
120391,andrew.sewell@walcott.lincs.sch.uk
120392,admin@belton-lane.lincs.sch.uk
120393,enquiries@cliffedale.lincs.sch.uk
120396,enquiries@dsj.school
120398,admin@marketdeeping.lincs.sch.uk
120400,julie.leach@holt.lincs.sch.uk
120401,enquiries@belmont.lincs.sch.uk
120406,joanne.tomlins@southview.lincs.sch.uk
120407,Claire.Underwood@williamstukeley.lincs.sch.uk
120408,michelle.parker@fleetwoodlane.lincs.sch.uk
120410,enquiries@gedneydroveend.lincs.sch.uk
120412,enquiries@clough-risegate.co.uk
120415,enquiries@parliamentfederation.co.uk
120417,enquiries@moultonchapel.lincs.sch.uk
120418,enquiries@johnharrox.lincs.sch.uk
120420,claire.willows@sutton-st-james.lincs.sch.uk
120422,enquiries@shepeaustow.lincs.sch.uk
120424,enquiries@hawthorn-tree.lincs.sch.uk
120425,admin@monkshouse.lincs.sch.uk
120427,admin@sfh.lincs.sch.uk
120429,enquiries@monksabbey.lincs.sch.uk
120436,maxine.clark@woodlands.lincs.sch.uk
120440,primaryschool@alford.lincs.sch.uk
120443,enquiries@bucknall.lincs.sch.uk
120444,enquiries@dobps.net
120445,enquiries@faldingworth.lincs.sch.uk
120447,office@fulstowprimary.co.uk
120450,info@grainthorpe.lincs.sch.uk
120451,alison.ackrill@greatsteeping.lincs.sch.uk
120453,enquiries@holton-le-clay-infant.lincs.sch.uk
120454,keeli.hutchinson@ingham.lincs.sch.uk
120457,enquiries@legsby.lincs.sch.uk
120461,info@marshchapel.lincs.sch.uk
120463,rachel.moreton@middle-rasen.lincs.sch.uk
120464,enquiries@mortontrentside.lincs.sch.uk
120465,enquiries@nettleton.lincs.sch.uk
120466,enquiries@new-leake.lincs.sch.uk
120468,enquiries@normanby.lincs.sch.uk
120469,andrew.cook@kelseyprimary.co.uk
120471,head@osgodbyschool.co.uk
120472,sam.jackson@pollyplatt.lincs.sch.uk
120473,tracy.cockram@scotter.lincs.sch.uk
120478,alison.simmons@sturton-by-stow.lincs.sch.uk
120479,admin@sutton.lincs.sch.uk
120480,zoe.humberstone@tealby.lincs.sch.uk
120481,enquiries@edward-richardson.lincs.sch.uk
120482,chris.rayner@tetney.lincs.sch.uk
120483,suzy.sutton@toyntonprimary.co.uk
120485,enquiries@waddingham.lincs.sch.uk
120487,enquiries@willoughton.lincs.sch.uk
120488,enquiries@wragby.lincs.sch.uk
120491,enquiries@hemswellcliff.lincs.sch.uk
120492,enquiries@charles-baines.lincs.sch.uk
120493,enquiries@tattershallprimary.lincs.sch.uk
120494,enquiries@richmond.lincs.sch.uk
120496,helen.duckett@winchelsea.lincs.sch.uk
120497,dawne.hunt@holton-le-clay-junior.lincs.sch.uk
120502,enquiries@westmere.lincs.sch.uk
120506,enquiries@bythams.lincs.sch.uk
120508,enquiries@birchwood.lincs.sch.uk
120509,adrian.jones@lesliemanser.lincs.sch.uk
120511,enquiries@allingtonsedgebrook.lincs.sch.uk
120512,diane.mulley@ancaster.lincs.sch.uk
120513,enquiries@barrowby.lincs.sch.uk
120514,enquiries@baston.lincs.sch.uk
120515,richard.allen@billinghay.lincs.sch.uk
120517,karen.espin@coleby.lincs.sch.uk
120518,sheriden.edwards@denton.lincs.sch.uk
120519,admin@spiresfederation.co.uk
120520,admin@spiresfederation.co.uk
120522,enquiries@st-annes.lincs.sch.uk
120524,enquiries@gonerbyhillfoot.lincs.sch.uk
120525,enquiries@harlaxton.lincs.sch.uk
120526,enquiries@heckington.lincs.sch.uk
120528,head@st-andrews.lincs.sch.uk
120530,andrew.sewell@mrsmarykings.lincs.sch.uk
120532,enquiries@navenby.lincs.sch.uk
120533,office@allsaints-northhykeham.lincs.sch.uk
120534,enquiries@potterhanworth.lincs.sch.uk
120536,ann.cook@ropsley.lincs.sch.uk
120537,enquiries@st-lawrence.lincs.sch.uk
120539,zoe.longstaff@swinderby.lincs.sch.uk
120540,enquiries@stmichaels.lincs.sch.uk
120541,helen.simms@uffingtonprimary.co.uk
120542,enquiries@welbourn.lincs.sch.uk
120544,Martyn.wells@claypole.lincs.sch.uk
120548,Alison.Buddle@gedney-hill.lincs.sch.uk
120549,enquiries@st-marks.lincs.sch.uk
120551,officeadmin@stbartholomews.lincs.sch.uk
120552,enquiries@quadringprimary.co.uk
120554,enquiries@westonhills.lincs.sch.uk
120556,enquiries@cowley.lincs.sch.uk
120558,claire.collett@suttertonswinesheadfederation.co.uk
120559,c.collett@suttertonswinesheadfederation.co.uk
120560,Julia.Marshall@st-peter-in-eastgate.lincs.sch.uk
120561,enquiries@sfsm.lincs.sch.uk
120562,enquiries@st-faiths.lincs.sch.uk
120563,enquiries@st-peter-gowts.lincs.sch.uk
120565,anna.hall@binbrook.lincs.sch.uk
120566,enquiries@burghschool.org.uk
120568,enquiries@corringham.lincs.sch.uk
120569,dunholmestchads@dunholme.lincs.sch.uk
120570,enquiries@fiskerton.lincs.sch.uk
120571,enquiries@grasbyprimary.co.uk
120572,enquiries@hackthorn.lincs.sch.uk
120573,andrew.leeman@haltonholegate.lincs.sch.uk
120574,sarah.addison@st-michaels.lincs.sch.uk
120576,enquiries@mareham.lincs.sch.uk
120577,andrew.smith@marketrasen.lincs.sch.uk
120578,enquiries@newton-on-trent.lincs.sch.uk
120579,enquiries@northcotes.lincs.sch.uk
120580,office@north-cockerington.lincs.sch.uk
120581,enquiries@reepham.lincs.sch.uk
120583,enquiries@saxilby.lincs.sch.uk
120584,enquiries@scamblesby.lincs.sch.uk
120585,charlie.hebborn@scampton.lincs.sch.uk
120587,admin@st-helenascofe.lincs.sch.uk
120588,jo.bullivant@st-margarets-pri.lincs.sch.uk
120589,enquiries@bardney.lincs.sch.uk
120590,enquiries@caistorprimary.co.uk
120594,enquiries@brant-broughton.lincs.sch.uk
120596,enquiries@williamstukeley.lincs.sch.uk
120597,becky.dhami@east-wold.lincs.sch.uk
120601,amy.parnham@gvsf.school
120602,keith.leader@greatponton.lincs.sch.uk
120605,amy.critchley@gvsf.school
120606,emma.hunt@pointon.lincs.sch.uk
120607,Fiona.Griffiths@aspire.school
120611,joanne.drew@cowbit.lincs.sch.uk
120613,enquiries@st-john.lincs.sch.uk
120614,mary.want@tydd-st-mary.lincs.sch.uk
120619,enquiries@blyton.lincs.sch.uk
120623,admin@kobps.lincs.sch.uk
120625,sarah.woolley@olive-anderson.lincs.sch.uk
120626,enquiries@nettleham-junior.lincs.sch.uk
120627,enquiries@partney.lincs.sch.uk
120628,enquiries@sibsey.lincs.sch.uk
120629,enquiries@stickney-pri.lincs.sch.uk
120630,hazel.wheatley@bishopking.lincs.sch.uk
120642,michele.anderson@spaldinghigh.lincs.sch.uk
120655,stafflxr@qehs.lincs.sch.uk
120674,enquiries@cranwell.lincs.sch.uk
120683,enquiries@butterwick.lincs.sch.uk
120684,enquiries@grimoldbyprimaryschool.co.uk
120685,enquiries@wrangle.lincs.sch.uk
120686,matthew.davies@birchwood.lincs.sch.uk
120689,enquiries@barkstonsyston.lincs.sch.uk
120692,office@nspri.co.uk
120695,enquiriesWH@aspire.school
120724,jane.stone@lincolnminsterschool.co.uk
120727,secretary@withamhall.com
120728,headteacher@dudleyhouseschool.co.uk
120729,upperschool@kirkstonehouseschool.co.uk
120731,egibson@ahs.me.uk
120732,office@st-hughs.lincs.sch.uk
120733,handelhouseschoolheadteacher@btinternet.com
120735,smcowin@ses.lincs.sch.uk
120738,contact.grantham@iesmail.com
120739,headteacher@vikingschool.co.uk
120740,enquiries@kisimul.co.uk
120741,mail@copthill.com
120743,info@greenwichhouseschool.com
120753,enquiries@pilgrim.lincs.sch.uk
120754,enquiries@lincolnstchristophers.com
120755,admin@st-francis.lincs.sch.uk
120765,sbm@emneth-nur.norfolk.sch.uk
120766,office@kingslynn-nur.norfolk.sch.uk
120767,office@earlham-nur.norfolk.sch.uk
120777,head@aldborough.norfolk.sch.uk
120780,head@rosecroft.norfolk.sch.uk
120781,depexechead@coastaltogether.co.uk
120783,office@barford.norfolk.sch.uk
120784,head@bawburgh.norfolk.sch.uk
120788,head@blofield.norfolk.sch.uk
120789,head@bressingham.norfolk.sch.uk
120794,office@buxton.norfolk.sch.uk
120795,office@caisterprimaryfederation.org
120796,office@caisterprimaryfederation.org
120797,office-cantley@coastaltogether.co.uk
120798,office@colby.norfolk.sch.uk
120808,exechead@coastaltogether.co.uk
120809,headofschool@frettenham.norfolk.sch.uk
120812,head@greatellingham.norfolk.sch.uk
120815,head@hempnall.norfolk.sch.uk
120816,head@hemsby.norfolk.sch.uk
120817,office@hevingham.norfolk.sch.uk
120818,head@hingham.norfolk.sch.uk
120821,head@holt.norfolk.sch.uk
120822,depexechead@coastaltogether.co.uk
120825,head@langham.norfolk.sch.uk
120827,office@littlemelton.norfolk.sch.uk
120830,head@ludham.norfolk.sch.uk
120831,head@marsham.norfolk.sch.uk
120835,office-mijs@coastaltogether.co.uk
120836,head@bsf.norfolk.sch.uk
120840,head@ormesbyinfant.norfolk.sch.uk
120841,head@poringland.norfolk.sch.uk
120843,head@rackheath.norfolk.sch.uk
120844,head@reedham.norfolk.sch.uk
120847,office@rocklands.norfolk.sch.uk
120848,office@roydon.norfolk.sch.uk
120851,head@sheringhamprimary.norfolk.sch.uk
120852,office@sprowstonjunior.norfolk.sch.uk
120853,head@sprowstoninfant.norfolk.sch.uk
120856,office@swantonabbott.norfolk.sch.uk
120859,head@st-williams.norfolk.sch.uk
120862,head@trowse.norfolk.sch.uk
120863,head@tunstead.norfolk.sch.uk
120866,head@woodton.norfolk.sch.uk
120867,head@browickroad.norfolk.sch.uk
120883,office@terrington-st-john.norfolk.sch.uk
120884,head@westwalton.norfolk.sch.uk
120887,office@walpolehighway.norfolk.sch.uk
120888,office@watlington.norfolk.sch.uk
120890,head@westwalton.norfolk.sch.uk
120896,office@spixworth.norfolk.sch.uk
120899,head@westwinch.norfolk.sch.uk
120903,head@southwootton-inf.norfolk.sch.uk
120904,head@cecilgowing.norfolk.sch.uk
120905,office@rfs.norfolk.sch.uk
120906,head@fairstead.norfolk.sch.uk
120908,head@suffieldpark.norfolk.sch.uk
120909,head@brundall.norfolk.sch.uk
120910,head@stokeholycross.norfolk.sch.uk
120911,head@burevalley.norfolk.sch.uk
120912,exechead@spixworth.norfolk.sch.uk
120913,head@falcon.norfolk.sch.uk
120914,head@nebula.norfolk.sch.uk
120917,head@ormesbyjunior.norfolk.sch.uk
120918,head@hethersettwoodside.norfolk.sch.uk
120920,head@hoveton-st-johns.norfolk.sch.uk
120922,head@ashleigh.norfolk.sch.uk
120926,head@attleborough-pri.norfolk.sch.uk
120928,head@avenuejunior.org
120932,office@magdalengates.co.uk
120937,head@colmanfederation.org.uk
120938,office@colmanfederation.org.uk
120954,office@westearlhaminfant.norfolk.sch.uk
120958,head@westearlhamjunior.norfolk.sch.uk
120972,office@stgeorgesprimary.norfolk.sch.uk
120973,office@northdenes.norfolk.sch.uk
120982,head@hillside.norfolk.sch.uk
120984,office@kinsaleinfant.co.uk
120987,head@toftwoodfederation.co.uk
120988,head@johngaunt.norfolk.sch.uk
120990,office@mulbartonprimary.norfolk.sch.uk
120995,head@drake.norfolk.sch.uk
120999,head@sparhawk.school
121000,hos-mijs@coastaltogether.co.uk
121011,office@st-marysbeetley.norfolk.sch.uk
121013,head@hillcrest.norfolk.sch.uk
121017,office@coltishall.norfolk.sch.uk
121018,office@chapelbreakinfant.norfolk.sch.uk
121019,head@eastharling.norfolk.sch.uk
121022,head@terrington-st-clement.norfolk.sch.uk
121024,head@acleprimary.norfolk.sch.uk
121026,office@ashill.norfolk.sch.uk
121027,head@st-michaelsaylsham.norfolk.sch.uk
121035,head@ellingham.norfolk.sch.uk
121036,head@bsf.norfolk.sch.uk
121037,head@edmund-de-moundeford.norfolk.sch.uk
121039,head@lighthousefederation.norfolk.sch.uk
121040,head@allsaints-diss.norfolk.sch.uk
121041,head@nebula.norfolk.sch.uk
121042,office@hethersettprimary.co.uk
121043,office@hickling.norfolk.sch.uk
121049,head@flourishfed.co.uk
121050,head@oldcatton.norfolk.sch.uk
121051,office@pulham.norfolk.sch.uk
121053,head@salhouse.norfolk.sch.uk
121054,office@saxlingham.norfolk.sch.uk
121058,office@sutton.norfolk.sch.uk
121059,head@heartwood.norfolk.sch.uk
121061,head@tasburgh.norfolk.sch.uk
121062,head@taverhamjunior.norfolk.sch.uk
121063,head@thurton.norfolk.sch.uk
121066,office@worstead.norfolk.sch.uk
121067,head@scarning.norfolk.sch.uk
121069,office@denver.norfolk.sch.uk
121081,head@fleggburgh.norfolk.sch.uk
121082,office@stfaithsprimary.norfolk.sch.uk
121083,head@swantonmorley.norfolk.sch.uk
121086,head@blakeney.norfolk.sch.uk
121087,head@greatmassingham.norfolk.sch.uk
121090,head@neatishead.norfolk.sch.uk
121092,head@harpley.norfolk.sch.uk
121093,head@st-nicholaspriory.norfolk.sch.uk
121095,office@wreningham.norfolk.sch.uk
121096,head@brooke.norfolk.sch.uk
121097,office@homefield.norfolk.sch.uk
121103,office@catfield.norfolk.sch.uk
121108,office@blakeney.norfolk.sch.uk
121110,office@carletonrode-primary.norfolk.sch.uk
121113,head@cringleford.norfolk.sch.uk
121114,head@earsham.norfolk.sch.uk
121117,head@forncett.norfolk.sch.uk
121119,head@littleplumstead.norfolk.sch.uk
121123,head@overstrand.norfolk.sch.uk
121125,head@lighthousefederation.norfolk.sch.uk
121128,head@allsaints-diss.norfolk.sch.uk
121134,head@ingoldisthorpe.norfolk.sch.uk
121135,head@ashwicken.norfolk.sch.uk
121145,head@flourishfed.co.uk
121146,head@allangelsfederation.org.uk
121147,office@alpington.norfolk.sch.uk
121149,member@savereux.freeserve.co.uk
121150,head@southwalshamfairhaven.norfolk.sch.uk
121164,head@aylshamhigh.norfolk.sch.uk
121190,head@hunstanton.norfolk.sch.uk
121192,officejr@loddonprimaryfederation.co.uk
121195,head@dereham.norfolk.sch.uk
121196,head@robertkett.net
121197,head@southwootton-jun.norfolk.sch.uk
121199,head@barnhambroom.norfolk.sch.uk
121202,head@rollesby.norfolk.sch.uk
121203,head@loddonprimaryfederation.co.uk
121205,office@wicklewood.norfolk.sch.uk
121206,head@toftwoodfederation.co.uk
121222,ktheobald@greshams.com
121223,ghsoffice@glebehouseschool.co.uk
121224,syoungs@langleyschool.co.uk
121225,prepheadspa@langleyschool.co.uk
121229,karen.watkins@the-aurora-group.com
121231,vf@beestonhall.co.uk
121237,headsec@townclose.com
121239,bursar@notredameprepschool.co.uk
121241,r.hughes@nor.gdst.net
121242,jalgar@norwich-school.org.uk
121245,scsec@thetgram.norfolk.sch.uk
121246,sheridanschool@aspriscs.co.uk
121250,admin@allsaintslessingham.co.uk
121251,office@downhamprep.co.uk
121252,juliejackson@standrewsschool.co.uk
121254,office@sidestrandhall.norfolk.sch.uk
121256,head@frednicholson.norfolk.sch.uk
121257,head@hall.norfolk.sch.uk
121258,head@sheringhamwoodfields.norfolk.sch.uk
121260,office@chapelgreen.norfolk.sch.uk
121261,head@clare.norfolk.sch.uk
121262,office@parkside.norfolk.sch.uk
121264,head@harfordmanor.norfolk.sch.uk
121265,office@johngrant.norfolk.sch.uk
121266,st.pauls.nursery@york.gov.uk
121267,admin@childhaven.n-yorks.sch.uk
121268,reception@broughamstreet.n-yorks.sch.uk
121269,admin@otleystreet.n-yorks.sch.uk
121270,Head.danesgate@Danesgate.yorkschools.net
121273,carrinfants.school@york.gov.uk
121276,admin@dringhouses.co.uk
121277,admin@fishergateschool.com
121281,admin@poppletonroadprimary.co.uk
121283,cliftongreenprimary@york.gov.uk
121293,admin@leeminglondonderry.n-yorks.sch.uk
121296,admin@goathland.n-yorks.sch.uk
121299,ralphbutterfield.school@york.gov.uk
121301,admin@seton.n-yorks.sch.uk
121302,admin@huntonarrathorne.n-yorks.sch.uk
121306,headteacher@nawton.n-yorks.sch.uk
121308,admin@applegarth.n-yorks.sch.uk
121309,headteacher@le-cateau.n-yorks.sch.uk
121310,admin@osmotherley.n-yorks.sch.uk
121311,admin@rg-schools.org.uk
121312,headteacher@romanby.n-yorks.sch.uk
121313,admin@rosedaleabbey.n-yorks.sch.uk
121314,admin@barrowcliff.n-yorks.sch.uk
121319,admin@gladstone.n-yorks.sch.uk
121321,headteacher@northstead.n-yorks.sch.uk
121322,headteacher@slingsby.n-yorks.sch.uk
121323,admin@stw.n-yorks.sch.uk
121324,headteacher@foston.n-yorks.sch.uk
121327,admin@welburn.n-yorks.sch.uk
121331,admin@easingwold-pri.n-yorks.sch.uk
121332,headteacher@dishforthairfield.n-yorks.sch.uk
121333,admin@leeming-raf.n-yorks.sch.uk
121334,admin@colburn.n-yorks.sch.uk
121336,admin@overdale.n-yorks.sch.uk
121337,admin@linton.n-yorks.sch.uk
121338,headteacher@le-cateau.n-yorks.sch.uk
121342,headteacher@sheriffhutton.n-yorks.sch.uk
121343,executiveheadteacher@wavellschools.co.uk
121344,admin@wavellschools.co.uk
121349,admin@wheatcroft.n-yorks.sch.uk
121356,admin@pickering-jun.n-yorks.sch.uk
121357,headteacher@seamerirton.n-yorks.sch.uk
121358,headteacher@cayton.n-yorks.sch.uk
121359,headteacher@broomfield.n-yorks.sch.uk
121360,stocktononforest.primary@york.gov.uk
121361,headteacher@huttonrudby.n-yorks.sch.uk
121362,admin@lindhead.n-yorks.sch.uk
121363,headteacher@pickering-inf.n-yorks.sch.uk
121365,admin@thirsk-pri.n-yorks.sch.uk
121366,wigginton.primary@york.gov.uk
121367,office@headlands.york.sch.uk
121368,headteacher@alverton.n-yorks.sch.uk
121370,headteacher@amotherby.n-yorks.sch.uk
121371,admin@appletonwiske.n-yorks.sch.uk
121372,headteacher@brompton.n-yorks.sch.uk
121373,admin@bromptonsawdon.n-yorks.sch.uk
121377,admin@eastayton.n-yorks.sch.uk
121380,headteacher@bentham.n-yorks.sch.uk
121382,admin2@boroughbridge-pri.n-yorks.sch.uk
121385,admin.burton@wrfed.co.uk
121387,headteacher@cononley.n-yorks.sch.uk
121388,admin@cowling.n-yorks.sch.uk
121390,headteacher@fairburn.n-yorks.sch.uk
121391,headteacher@felliscliffe.n-yorks.sch.uk
121392,admin@giggleswick-pri.n-yorks.sch.uk
121393,admin@greatouseburn.n-yorks.sch.uk
121395,admin@groveroad.n-yorks.sch.uk
121401,admin@summerbridge.n-yorks.sch.uk
121402,hadmin@ribblesdalefed.n-yorks.sch.uk
121403,admin@hensall.n-yorks.sch.uk
121404,headteacher@uppernidderdalefed.school
121406,admin@kettlewell.n-yorks.sch.uk
121410,admin@darley.n-yorks.sch.uk
121411,admin@beckwithshaw.n-yorks.sch.uk
121413,admin@scotton-lingerfield.n-yorks.sch.uk
121415,zm.ellis@gsfederation.com
121417,headteacher@waterstreetschool.org.uk
121419,admin@staveley.n-yorks.sch.uk
121420,administrator@suttoncp.uk
121421,headteacher@thornton-in-craven.n-yorks.sch.uk
121423,headteacher@whitley.n-yorks.sch.uk
121427,admin@moorside-pri.n-yorks.sch.uk
121436,headteacher@thorpewilloughby.n-yorks.sch.uk
121444,headteacher@barwic-parade.n-yorks.sch.uk
121445,admin@ingleton-pri.n-yorks.sch.uk
121447,headteacher@glusburn.n-yorks.sch.uk
121448,headteacher@barlbybridge.n-yorks.sch.uk
121449,admin@barlby-pri.n-yorks.sch.uk
121450,headteacher@hemingbrough.n-yorks.sch.uk
121451,headteacher@hunmanby.n-yorks.sch.uk
121452,headteacher@langton.n-yorks.sch.uk
121453,admin@leavening.n-yorks.sch.uk
121454,headteacher@woldsandvalefederation.co.uk
121455,headteacher@northduffield.n-yorks.sch.uk
121456,admin@norton-pri.n-yorks.sch.uk
121457,admin@riccall.n-yorks.sch.uk
121459,admin@filey-jun.n-yorks.sch.uk
121460,admin@longmanshill.n-yorks.sch.uk
121461,headteacher@athelstan.n-yorks.sch.uk
121463,headteacher@saltergateschools.co.uk
121464,infantadmin@saltergateschools.co.uk
121472,admin@aiskewleemingbar.n-yorks.sch.uk
121473,office@stb.pmat.academy
121474,stpauls.primary@york.gov.uk
121475,admin@st-hildascofe.n-yorks.sch.uk
121477,admin@bainbridge.n-yorks.sch.uk
121479,headteacher@bedale-ce.n-yorks.sch.uk
121480,admin@bilsdalemidcable-chopgate.n-yorks.sch.uk
121481,m.white@synergyschools.co.uk
121482,admin@westburton.n-yorks.sch.uk
121483,s.fryatt@synergyschools.co.uk
121484,admin@crayke.n-yorks.sch.uk
121486,admin@danby.n-yorks.sch.uk
121487,admin@dishforth.n-yorks.sch.uk
121491,admin@sleights.n-yorks.sch.uk
121492,headteacher@foston.n-yorks.sch.uk
121493,admin@gillamoor.n-yorks.sch.uk
121495,headteacher@marwood.n-yorks.sch.uk
121496,admin@hackforthhornby.n-yorks.sch.uk
121497,hacknessadmin@hwfed.co.uk
121498,hawskeradmin@hcfed.co.uk
121499,headteacher@hipswell.n-yorks.sch.uk
121501,admin@huby.n-yorks.sch.uk
121502,admin@husthwaite.n-yorks.sch.uk
121503,admin@inglebygreenhow.n-yorks.sch.uk
121504,admin@kirbyhill.n-yorks.sch.uk
121507,headteacher@lythe.n-yorks.sch.uk
121510,admin@pickhill.n-yorks.sch.uk
121513,admin@sandhutton.n-yorks.sch.uk
121514,headteacher@sessay.n-yorks.sch.uk
121515,admin@snainton.n-yorks.sch.uk
121517,spennithorneadmin@fed-mas.n-yorks.sch.uk
121518,admin@sutton-on-the-forest.n-yorks.sch.uk
121521,admin@stw.n-yorks.sch.uk
121523,admin@warthill.n-yorks.sch.uk
121524,admin@west-tanfield.n-yorks.sch.uk
121525,admin@ruswarp.n-yorks.sch.uk
121526,wykehamadmin@hwfed.co.uk
121528,fylingdalesadmin@hcfed.co.uk
121529,headteacher@cliffe.n-yorks.sch.uk
121531,office@elvingtonprimary.org.uk
121534,headteacher@hertford-vale.n-yorks.sch.uk
121535,stoswalds.primary@york.gov.uk
121536,lordderamores.primary@york.gov.uk
121537,naburn.primary@york.gov.uk
121538,admin@settrington.n-yorks.sch.uk
121539,admin@woldsandvalefederation.co.uk
121541,headteacher@heslerton.n-yorks.sch.uk
121542,admin@rg-schools.org.uk
121543,admin@melsonby.n-yorks.sch.uk
121544,admin@richmondmethodist.n-yorks.sch.uk
121547,stmarys.primary@york.gov.uk
121548,admin.barlow@wrfed.co.uk
121549,headteacher@uppernidderdalefed.school
121550,admin@birstwith.n-yorks.sch.uk
121551,admin@bishopmonkton.n-yorks.sch.uk
121552,admin@admirallong.n-yorks.sch.uk
121555,admin@burtonleonard.n-yorks.sch.uk
121556,admin.chapel@barlowhaddleseyfederation.co.uk
121558,headteacher@uwpf.n-yorks.sch.uk
121559,admin@embsay.n-yorks.sch.uk
121560,headteacher@ffspschools.co.uk
121561,headteacher@uppernidderdalefed.school
